VNET	NET	STA	SITE DESCRIPTION	LAT	LON	ELEV	START	END	STATUS	INSTALL	CERT
_US-TA	TA	R47A	Wooly Knot Farm, English, IN, USA	38.30	-86.53	181.0	2011/11/25	2013/07/14	Ended	2011/11/24	2011/12/05
_US-TA	TA	R48A	Northridge Ranch, Floyd Knobs, IN, USA	38.40	-85.87	243.0	2011/12/09	2013/07/18	Ended	2011/12/08	2011/12/12
_US-TA	TA	R49A	Shelbyville, KY, USA	38.29	-85.17	251.0	2012/06/16	2014/04/23	Ended	2012/06/05	2012/07/16
_US-TA	TA	R50A	Paris, KY, USA	38.28	-84.33	255.0	2012/06/17	2014/04/23	Ended	2012/06/16	2012/07/16
_US-TA	TA	R51A	Hillsboro, KY, USA	38.30	-83.58	231.0	2012/06/27	2014/04/23	Ended	2012/06/26	2012/07/09
_US-TA	TA	R52A	Catlettsburg, KY, USA	38.34	-82.64	300.0	2012/06/28	2014/04/24	Ended	2012/06/27	2012/07/09
_US-TA	TA	R53A	Hurricane, WV, USA	38.33	-81.95	294.0	2013/01/13	2014/12/09	Ended	2013/01/12	2013/01/13
_US-TA	TA	R54A	Victor, WV, USA	38.19	-80.99	512.0	2013/01/12	2015/04/27	Ended	2013/01/11	2013/01/13
_US-TA	TA	R55A	Marlinton, WV, USA	38.28	-80.12	833.0	2013/01/20	2015/05/01	Ended	2013/01/19	2013/01/22
_US-TA	TA	R56A	Bull Pasture Mountain, McDowell, VA, USA	38.41	-79.40	902.0	2013/06/22	2015/05/09	Ended	2013/06/21	2013/07/01
_US-TA	TA	R57A	Stanardsville, VA, USA	38.30	-78.52	230.0	2013/04/25	2015/04/27	Ended	2013/04/24	2013/04/25
_US-TA	TA	R58A	Rapidan, VA, USA	38.30	-78.00	184.0	2013/04/17	2015/04/15	Ended	2013/04/16	2013/04/21
_US-TA	TA	R58B	Mineral, VA, USA	37.96	-77.88	116.0	2012/08/08	2015/04/28	Ended	2012/08/01	2012/08/21
_US-TA	TA	R59A	King George, VA, USA	38.20	-77.12	35.0	2013/04/16	2015/04/21	Ended	2013/04/15	2013/04/21
_US-TA	TA	R60A	Leonardtown, MD, USA	38.27	-76.58	33.0	2013/04/18	2015/04/22	Ended	2013/04/17	2013/04/21
_US-TA	TA	R61A	Willards, MD, USA	38.33	-75.34	76.0	2013/05/27	2015/02/09	Ended	2013/05/26	2013/05/27
_US-TA	TA	S04C	Ingram Canyon, Westley, CA, USA	37.50	-121.33	310.0	2004/12/15	2007/09/03	Ended	2004/12/14	2005/01/06
_US-TA	TA	S05C	Merced, CA, USA	37.35	-120.33	85.0	2005/04/18	2007/12/08	Ended	2005/04/17	2005/04/18
_US-TA	TA	S06C	San Francisco Camp Mather, Mather, CA, USA	37.88	-119.85	1377.0	2005/10/08	2007/10/04	Ended	2005/10/07	2005/10/16
_US-TA	TA	S08C	White Mtn Res Sta-Crooked Creek, Bishop, CA, USA	37.50	-118.17	3087.0	2005/08/02	2007/10/03	Ended	2005/08/01	2005/08/04
_US-TA	TA	S09A	Goldfield, NV, USA	37.72	-117.22	1767.8	2006/04/12	2008/03/24	Ended	2006/04/11	2006/04/13
_US-TA	TA	S10A	Tonopah Range, Tonopah, NV, USA	37.92	-116.59	1796.0	2007/01/22	2008/09/12	Ended	2007/01/21	2007/01/29
_US-TA	TA	S11A	Rachel, NV, USA	37.64	-115.75	1456.0	2007/01/23	2008/09/15	Ended	2007/01/22	2007/02/06
_US-TA	TA	S12A	Delamar Landing Field, Caliente, NV, USA	37.61	-114.85	1479.0	2007/02/10	2008/09/17	Ended	2007/02/09	2007/02/21
_US-TA	TA	S12K	Black Hills, AK, USA	55.70	-162.06	411.0	2016/06/16	2020/02/05	Ended	2016/06/10	2016/06/19
_US-TA	TA	S13A	Holt Ranch, Enterprise, UT, USA	37.58	-113.86	1698.0	2007/02/15	2008/10/09	Ended	2007/02/14	2007/02/19
_US-TA	TA	S14A	Cedar City, UT, USA	37.76	-113.17	1746.0	2007/01/27	2008/10/08	Ended	2007/01/26	2007/01/29
_US-TA	TA	S14K	Fog Glacier, AK, USA	56.28	-159.55	1059.0	2016/06/13	2020/04/25	Ended	2016/06/12	2016/06/19
_US-TA	TA	S15A	Panguitch, UT, USA	37.68	-112.36	2102.0	2007/05/15	2008/11/15	Ended	2007/05/14	2007/05/29
_US-TA	TA	S15K	Chignik Lagoon, AK, USA	56.31	-158.54	17.0	2018/07/12	2020/02/12	Ended	2018/07/11	2018/07/14
_US-TA	TA	S16A	Weppner Ranch, Escalante, UT, USA	37.72	-111.60	1785.0	2007/08/01	2009/03/12	Ended	2007/07/31	2007/08/03
_US-TA	TA	S17A	Black Ridge (BLM), Bullfrog Basin, UT, USA	37.64	-110.80	1373.0	2007/07/28	2009/03/13	Ended	2007/07/27	2007/07/31
_US-TA	TA	S18A	Hurst Farm, Blanding, UT, USA	37.69	-109.99	2351.0	2007/06/25	2009/06/18	Ended	2007/06/24	2007/06/26
_US-TA	TA	S19A	Harvey Farm, Monticello, UT, USA	37.75	-109.14	2059.0	2007/06/23	2009/03/06	Ended	2007/06/22	2007/06/26
_US-TA	TA	S19K	Old Harbor, AK, USA	57.22	-153.29	47.0	2018/05/24	2020/02/17	Ended	2018/05/23	2018/05/28
_US-TA	TA	S20A	Disappointment Valley, Cahone, CO, USA	37.83	-108.36	2355.0	2008/06/19	2009/11/11	Ended	2008/06/18	2008/07/02
_US-TA	TA	S21A	Coal Bank Pass, Durango, CO, USA	37.66	-107.79	2723.0	2007/12/05	2009/11/09	Ended	2007/12/04	2007/12/29
_US-TA	TA	S22A	4UR Ranch, Creede, CO, USA	37.75	-106.83	2626.0	2008/06/15	2010/08/24	Ended	2008/06/14	2008/06/25
_US-TA	TA	S23A	Nye Farm, Monte Vista, CO, USA	37.71	-106.00	2323.0	2008/06/07	2010/06/17	Ended	2008/06/06	2008/06/25
_US-TA	TA	S24A	Houchin Ranch, La Veta, CO, USA	37.64	-105.21	2672.0	2008/06/13	2010/04/16	Ended	2008/06/12	2008/06/25
_US-TA	TA	S25A	Robets Cordova Ranch, Walsenberg, CO, USA	37.66	-104.43	1821.0	2008/06/12	2010/04/18	Ended	2008/06/11	2008/06/25
_US-TA	TA	S26A	Kim, CO, USA	37.62	-103.47	1394.0	2008/12/06	2010/11/07	Ended	2008/12/05	2008/12/21
_US-TA	TA	S27A	Los Animas, CO, USA	37.68	-102.90	1439.0	2008/12/15	2010/11/08	Ended	2008/12/14	2008/12/29
_US-TA	TA	S28A	Manter, KS, USA	37.59	-101.90	1064.0	2009/04/10	2011/03/15	Ended	2009/04/09	2009/04/22
_US-TA	TA	S29A	Ulysses, KS, USA	37.62	-101.12	931.0	2009/04/11	2011/03/14	Ended	2009/04/10	2009/04/27
_US-TA	TA	S30A	Montezuma, KS, USA	37.64	-100.46	853.0	2009/04/15	2011/03/16	Ended	2009/04/14	2009/04/27
_US-TA	TA	S31A	Mullinville, KS, USA	37.62	-99.48	700.0	2009/04/14	2011/03/10	Ended	2009/04/13	2009/04/27
_US-TA	TA	S31K	Pelican, AK, USA	57.96	-136.23	34.0	2016/09/21	2019/10/15	Ended	2016/09/20	2016/10/13
_US-TA	TA	S32A	Newby Ranch, Pratt, KS, USA	37.70	-98.94	558.0	2009/10/11	2011/08/26	Ended	2009/10/10	2009/10/12
_US-TA	TA	S32K	Killisnoo, AK, USA	57.47	-134.58	26.0	2016/09/09	2019/08/26	Ended	2016/09/08	2016/09/11
_US-TA	TA	S33A	Kaszmaul Farm, Murdock, KS, USA	37.59	-98.00	471.0	2009/10/16	2011/08/26	Ended	2009/10/15	2009/10/22
_US-TA	TA	S34A	Willow Spring Farm, Andover, KS, USA	37.70	-97.11	373.0	2010/03/17	2012/03/04	Ended	2010/03/16	2010/03/20
_US-TA	TA	S34M	Telegraph Creek, BC, CAN	57.91	-131.13	298.0	2016/05/05	2021/04/30	Ended	2016/05/04	2016/05/11
_US-TA	TA	S35A	Otter Creek Ranch, Eureka, KS, USA	37.68	-96.32	334.0	2010/04/06	2012/03/04	Ended	2010/03/25	2010/04/05
_US-TA	TA	S36A	Lake Cedric, Chanute, KS, USA	37.72	-95.59	299.0	2010/03/16	2012/03/02	Ended	2010/03/15	2010/03/20
_US-TA	TA	S37A	Fort Scott, KS, USA	37.76	-94.83	260.0	2010/06/21	2012/03/03	Ended	2010/06/20	2010/07/01
_US-TA	TA	S38A	Stockton, MO, USA	37.63	-93.91	294.0	2010/12/15	2012/10/27	Ended	2010/12/14	2011/01/02
_US-TA	TA	S39A	Bolivar, MO, USA	37.69	-93.32	331.0	2010/12/12	2012/10/26	Ended	2010/12/11	2011/01/02
_US-TA	TA	S40A	Lebanon, MO, USA	37.60	-92.50	336.0	2010/12/11	2012/09/13	Ended	2010/12/10	2011/01/02
_US-TA	TA	S41A	Jillco Farms, Salem, MO, USA	37.59	-91.75	376.0	2011/06/18	2013/05/23	Ended	2011/06/17	2011/06/26
_US-TA	TA	S42A	Caledonia, MO, USA	37.77	-90.79	315.0	2011/07/24	2013/04/07	Ended	2011/07/23	2011/07/31
_US-TA	TA	S43A	Fulton Ridge, Patton, MO, USA	37.57	-90.08	263.0	2011/05/21	2013/04/14	Ended	2011/05/20	2011/05/22
_US-TA	TA	S44A	Carbondale, IL, USA	37.69	-89.26	155.0	2011/05/20	2013/12/16	Ended	2011/05/19	2011/05/30
_US-TA	TA	S45A	Carrier Mills, IL, USA	37.68	-88.58	122.0	2011/05/19	2013/05/22	Ended	2011/05/18	2011/05/30
_US-TA	TA	S46A	Don Dixon Farm, Corydon, KY, USA	37.68	-87.72	125.0	2011/11/24	2013/07/19	Ended	2011/11/23	2011/11/28
_US-TA	TA	S47A	Hartford, KY, USA	37.59	-86.88	181.0	2012/06/07	2013/07/19	Ended	2012/06/06	2012/07/16
_US-TA	TA	S48A	Wiedeman Farm, Cecilia, KY, USA	37.66	-86.06	238.0	2011/12/08	2013/07/18	Ended	2011/12/07	2011/12/12
_US-TA	TA	S49A	Springfield, KY, USA	37.78	-85.29	230.0	2012/06/08	2014/04/20	Ended	2012/06/07	2012/07/16
_US-TA	TA	S50A	Richmond, KY, USA	37.68	-84.40	300.0	2012/06/15	2014/04/20	Ended	2012/06/04	2012/07/16
_US-TA	TA	S51A	Beattyville, KY, USA	37.64	-83.59	286.0	2012/05/17	2014/04/21	Ended	2012/05/16	2012/05/29
_US-TA	TA	S52A	Salyersville, KY, USA	37.68	-83.08	367.0	2012/05/16	2014/04/21	Ended	2012/05/15	2012/05/29
_US-TA	TA	S53A	Williamson, WV, USA	37.68	-82.13	564.0	2013/01/15	2014/12/07	Ended	2013/01/14	2013/01/17
_US-TA	TA	S54A	Dingess, Beckley, WV, USA	37.80	-81.31	636.0	2013/05/17	2015/04/28	Ended	2013/05/16	2013/05/22
_US-TA	TA	S55A	Lewisburg, WV, USA	37.77	-80.50	647.0	2013/01/29	2014/12/12	Ended	2013/01/28	2013/01/31
_US-TA	TA	S56A	Natural Bridge, VA, USA	37.68	-79.57	449.0	2013/04/03	2015/04/30	Ended	2013/04/02	2013/04/07
_US-TA	TA	S57A	Dark Hollow, Roseland, VA, USA	37.76	-78.95	264.0	2013/03/28	2015/04/28	Ended	2013/03/27	2013/04/07
_US-TA	TA	S58A	Poland Farm, Powhatan, VA, USA	37.61	-78.05	96.0	2013/04/04	2015/04/24	Ended	2013/04/03	2013/04/07
_US-TA	TA	S59A	Mechanicsville, VA, USA	37.76	-77.29	40.0	2013/04/12	2015/04/23	Ended	2013/04/11	2013/04/14
_US-TA	TA	S60A	Water View, VA, USA	37.71	-76.65	36.0	2013/04/15	2015/04/23	Ended	2013/04/14	2013/04/21
_US-TA	TA	S61A	Accomac, VA, USA	37.68	-75.67	58.0	2013/05/27	2015/02/09	Ended	2013/05/26	2013/05/27
_US-TA	TA	SFIN	Lafayette, IN, USA	40.38	-87.10	165.0	2008/10/09	2018/08/15	Ended	2008/10/08	2008/10/21
_US-TA	TA	SPMN	Marine on St. Croix, MN, USA	45.22	-92.80	311.0	2008/10/07	2018/08/15	Ended	2008/10/06	2008/10/21
_US-TA	TA	SUSD	Miller, SD, USA	44.44	-98.96	520.0	2010/08/24	2018/08/15	Ended	2010/08/22	2010/09/01
_US-TA	TA	SUTB	Sutter Butte, CA, USA	39.23	-121.79	252.0	2005/05/17	2007/09/05	Ended	2005/05/16	2005/07/11
_US-TA	TA	T05C	Eagle Field, Dos Palos, CA, USA	36.90	-120.67	46.0	2005/02/14	2007/09/02	Ended	2005/02/13	2005/02/16
_US-TA	TA	T06C	Millerton Lake Dam, Friant, CA, USA	37.01	-119.71	216.0	2004/12/06	2007/12/06	Ended	2004/12/05	2004/12/12
_US-TA	TA	T11A	Corn Creek, Alamo, NV, USA	37.24	-115.22	1402.0	2007/02/15	2008/09/16	Ended	2007/02/10	2007/02/21
_US-TA	TA	T12A	Moapa, NV, USA	36.73	-114.71	538.0	2007/01/24	2008/10/11	Ended	2007/01/23	2007/01/29
_US-TA	TA	T13A	Saint George, UT, USA	37.02	-113.91	878.0	2007/01/29	2008/10/09	Ended	2007/01/28	2007/02/01
_US-TA	TA	T14A	Hurricane, UT, USA	37.06	-113.08	1529.0	2007/01/28	2008/10/10	Ended	2007/01/27	2007/01/29
_US-TA	TA	T15A	Red Dirt Ranch, Kanab, UT, USA	37.02	-112.38	1561.0	2007/02/14	2008/11/11	Ended	2007/02/13	2007/02/19
_US-TA	TA	T16A	Glen Canyon Dam (NPS), Page, AZ, USA	36.98	-111.51	1177.0	2007/03/17	2008/11/19	Ended	2007/03/16	2007/03/30
_US-TA	TA	T17A	Navajo Res., Navajo Mountain, AZ, USA	37.00	-110.80	1876.0	2007/07/30	2009/03/04	Ended	2007/07/29	2007/07/31
_US-TA	TA	T18A	Mexican Hat, UT, USA	37.14	-109.87	1297.0	2007/06/23	2009/03/05	Ended	2007/06/22	2007/06/25
_US-TA	TA	T19A	Beclabito, NM, USA	36.83	-109.02	1736.0	2007/06/22	2009/03/03	Ended	2007/06/21	2007/08/01
_US-TA	TA	T21A	Navajo Lake, Ignacio, CO, USA	36.99	-107.53	2006.0	2008/05/24	2009/11/18	Ended	2008/05/23	2008/06/06
_US-TA	TA	T22A	Edith, CO, USA	37.01	-106.90	2224.0	2007/12/21	2009/11/19	Ended	2007/12/20	2008/02/06
_US-TA	TA	T23A	Casias Ranch, Antonito, CO, USA	37.04	-106.04	2429.0	2008/06/06	2010/04/13	Ended	2008/06/05	2008/06/25
_US-TA	TA	T24A	Torres, Weston, CO, USA	37.07	-105.05	2510.0	2008/06/27	2009/08/13	Ended	2008/06/26	2008/07/14
_US-TA	TA	T24B	San Luis, CO, USA	37.06	-105.38	2625.0	2009/08/14	2010/04/12	Ended	2009/08/13	2009/08/23
_US-TA	TA	T25A	Trinidad, CO, USA	37.14	-104.41	2017.0	2008/05/25	2010/08/24	Ended	2008/05/24	2008/06/06
_US-TA	TA	T26A	Comanche National Grassland Park, Kim, CO, USA	37.17	-103.59	1830.0	2009/01/10	2010/11/07	Ended	2009/01/09	2009/01/21
_US-TA	TA	T27A	Campo, CO, USA	37.06	-102.72	1366.0	2008/12/17	2010/11/08	Ended	2008/12/16	2008/12/29
_US-TA	TA	T28A	Walsh, CO, USA	37.12	-102.11	1148.0	2008/12/16	2010/11/08	Ended	2008/12/15	2008/12/29
_US-TA	TA	T29A	Hugoton, KS, USA	37.16	-101.29	936.0	2009/04/08	2011/03/13	Ended	2009/04/07	2009/04/15
_US-TA	TA	T30A	Plains, KS, USA	37.05	-100.53	778.0	2009/04/09	2011/03/11	Ended	2009/04/08	2009/04/15
_US-TA	TA	T31A	Randall Ranch, Ashland, KS, USA	37.10	-99.68	564.0	2009/04/01	2011/03/11	Ended	2009/03/31	2009/04/05
_US-TA	TA	T32A	Huddler Ranch, Lake City, KS, USA	37.18	-98.92	596.0	2009/10/12	2011/08/27	Ended	2009/10/11	2009/10/22
_US-TA	TA	T33A	Patterson Ranch, Waldron, KS, USA	37.08	-98.24	394.0	2009/10/15	2011/08/27	Ended	2009/10/14	2009/10/22
_US-TA	TA	T33K	Petersburg, AK, USA	56.81	-132.95	22.0	2016/08/16	2021/04/29	Ended	2016/08/15	2016/08/21
_US-TA	TA	T34A	McClaskey Farms, Geuda Springs, KS, USA	37.02	-97.19	361.0	2010/05/05	2012/03/06	Ended	2010/05/04	2010/05/10
_US-TA	TA	T35A	Sooner Cattle Company, Foraker, OK, USA	36.92	-96.51	401.0	2010/05/06	2012/03/06	Ended	2010/05/05	2010/05/10
_US-TA	TA	T35M	Bob Quinn, BC, CAN	56.98	-130.25	609.0	2016/05/12	2021/04/30	Ended	2016/05/07	2016/05/26
_US-TA	TA	T36A	Boggs Farm, Caney, KS, USA	37.06	-95.88	243.0	2010/05/07	2012/03/02	Ended	2010/05/06	2010/05/10
_US-TA	TA	T37A	Cheneyville 1850, Columbus, KS, USA	37.12	-94.92	256.0	2010/05/20	2012/03/01	Ended	2010/05/19	2010/05/24
_US-TA	TA	T38A	Diamond, MO, USA	37.04	-94.29	349.0	2011/01/25	2012/10/28	Ended	2011/01/24	2011/02/07
_US-TA	TA	T39A	Clever, MO, USA	37.02	-93.38	366.0	2010/12/16	2012/10/28	Ended	2010/12/15	2011/01/02
_US-TA	TA	T40A	Mansfield, MO, USA	37.15	-92.52	399.0	2010/12/14	2012/10/31	Ended	2010/12/13	2011/01/02
_US-TA	TA	T41A	Mountain View, MO, USA	37.04	-91.76	366.0	2011/05/08	2013/03/18	Ended	2011/05/07	2011/05/15
_US-TA	TA	T42A	Van Buren, MO, USA	37.03	-91.09	162.0	2011/08/14	2013/03/20	Ended	2011/08/13	2011/09/01
_US-TA	TA	T43A	Greenville, MO, USA	37.08	-90.29	167.0	2011/07/24	2013/04/15	Ended	2011/07/23	2011/07/31
_US-TA	TA	T44A	Benton, MO, USA	37.09	-89.59	133.0	2011/07/23	2013/03/19	Ended	2011/07/22	2011/07/31
_US-TA	TA	T45A	Paducah, KY, USA	37.02	-88.64	119.0	2011/11/17	2013/07/23	Ended	2011/11/16	2011/12/05
_US-TA	TA	T46A	Princeton, KY, USA	37.04	-87.89	169.0	2011/11/18	2013/07/23	Ended	2011/11/17	2011/12/05
_US-TA	TA	T47A	Sharon Grove, KY, USA	36.99	-87.11	217.0	2011/11/19	2013/12/16	Ended	2011/11/18	2011/12/05
_US-TA	TA	T48A	Bowling Green, KY, USA	37.11	-86.39	218.0	2011/12/12	2013/07/20	Ended	2011/11/18	2011/12/12
_US-TA	TA	T49A	Edmonton, KY, USA	37.10	-85.53	313.0	2012/05/21	2014/04/17	Ended	2012/05/20	2012/05/29
_US-TA	TA	T50A	Nancy, KY, USA	37.02	-84.84	302.0	2012/05/23	2014/04/17	Ended	2012/05/22	2012/05/29
_US-TA	TA	T51A	Gray, KY, USA	36.97	-83.95	329.0	2012/05/31	2014/04/18	Ended	2012/05/30	2012/07/12
_US-TA	TA	T52A	Hallie, KY, USA	37.11	-82.99	436.0	2012/05/15	2014/04/18	Ended	2012/05/14	2012/05/29
_US-TA	TA	T53A	Wise, VA, USA	36.98	-82.53	818.0	2013/01/18	2014/12/13	Ended	2013/01/17	2013/01/22
_US-TA	TA	T54A	Tazewell, VA, USA	37.06	-81.58	852.0	2013/01/30	2014/12/11	Ended	2013/01/29	2013/01/31
_US-TA	TA	T55A	Pulaski, VA, USA	37.12	-80.78	644.0	2013/02/20	2014/12/11	Ended	2013/02/19	2013/03/04
_US-TA	TA	T56A	Rocky Mt, VA, USA	37.03	-80.03	387.0	2013/03/16	2015/04/12	Ended	2013/03/15	2013/03/17
_US-TA	TA	T57A	Hurt, VA, USA	37.00	-79.25	230.0	2013/03/17	2015/03/18	Ended	2013/03/16	2013/03/17
_US-TA	TA	T58A	Grand View Acres, VA, USA	36.95	-78.53	167.0	2013/03/18	2015/04/13	Ended	2013/03/17	2013/03/25
_US-TA	TA	T59A	Double &#x27;B&#x27; Farms, VA, USA	36.97	-77.55	63.0	2013/03/20	2015/02/04	Ended	2013/03/19	2013/03/25
_US-TA	TA	T60A	Surry, VA, USA	37.14	-76.73	11.0	2013/03/19	2015/04/23	Ended	2013/03/18	2013/03/25
_US-TA	TA	TASL	Snake Pit, Albuquerque Seismic Lab, NM, USA	34.95	-106.46	1838.0	2012/04/25	2012/08/30	Ended	2012/04/23	2012/04/26
_US-TA	TA	TASM	ASL Pad, Albuquerque Seismic Lab, NM, USA	34.95	-106.46	1862.0	2012/05/01	2012/08/30	Ended	2012/04/30	2012/05/06
_US-TA	TA	TASN	ASL Pad, Albuquerque Seismic Lab, NM, USA	34.95	-106.46	1862.0	2013/02/20	2013/07/11	Ended	2013/02/19	2013/03/14
_US-TA	TA	TASO	ASL Pad, Albuquerque Seismic Lab, NM, USA	34.95	-106.46	1862.0	2013/02/21	2013/07/11	Ended	2013/02/19	2013/03/14
_US-TA	TA	TASP	ASL Pad, Albuquerque Seismic Lab, NM, USA	34.95	-106.46	1862.0	2013/08/02	2013/08/09	Ended	2013/08/01	2013/08/05
_US-TA	TA	TCOL	CIGO, UAF Yankovich Road, Fairbanks, AK, USA	64.87	-147.86	178.0	2012/10/08	2019/10/01	Ended	2012/10/07	2012/10/11
_US-TA	TA	TFRD	Ford Ranch, Anza, CA, USA	33.49	-116.60	1000.0	2012/06/20	2012/12/12	Ended	2012/06/19	2012/07/09
_US-TA	TA	TIGA	Tifton, GA, USA	31.44	-83.59	109.0	2009/03/16	2018/08/15	Ended	2009/03/15	2009/03/22
_US-TA	TA	TOLK	Toolik Lake Research Station, AK, USA	68.64	-149.57	760.0	2011/08/13	2020/02/14	Ended	2011/08/12	2011/08/19
_US-TA	TA	TPFO	Pinon Flats, CA, USA	33.61	-116.45	1275.0	2011/05/04	2018/11/02	Ended	2010/04/08	2011/05/04
_US-TA	TA	TUL1	Leonard, OK, USA	35.91	-95.79	256.0	2008/10/16	2017/04/25	Ended	2008/10/15	2008/10/22
_US-TA	TA	TUL3	Leonard, OK, USA	35.91	-95.79	265.0	2017/04/25	2018/08/15	Ended	2017/04/24	2017/05/03
_US-TA	TA	TVZX	PASSCAL Warehouse	34.07	-106.92	0.0	2013/11/01	2014/12/25	Ended	2013/11/04	2013/11/07
_US-TA	TA	U04C	Hernandez Reservoir, Idria, CA, USA	36.36	-120.78	812.6	2004/12/05	2007/12/11	Ended	2004/12/04	2005/06/12
_US-TA	TA	U05C	Westside ANR, Five Points, CA, USA	36.34	-120.12	92.0	2004/12/04	2007/12/06	Ended	2004/12/03	2005/01/09
_US-TA	TA	U10A	Ash Meadows, Armagosa, NV, USA	36.42	-116.33	668.0	2006/06/17	2008/10/15	Ended	2006/06/16	2006/06/22
_US-TA	TA	U11A	Corn Creek, NV, USA	36.42	-115.38	867.0	2006/06/20	2008/10/13	Ended	2006/06/19	2006/06/21
_US-TA	TA	U12A	Valley of Fire, Overton, NV, USA	36.43	-114.54	644.0	2006/06/21	2008/10/11	Ended	2006/06/20	2006/06/21
_US-TA	TA	U13A	Pakoon Wash, AZ, USA	36.42	-113.97	712.0	2007/02/16	2008/11/12	Ended	2007/02/15	2007/02/26
_US-TA	TA	U14A	Mt Trumbull, AZ, USA	36.42	-113.18	1916.0	2007/02/18	2008/11/13	Ended	2007/02/17	2007/02/26
_US-TA	TA	U15A	North Rim, AZ, USA	36.43	-112.29	2489.0	2007/05/16	2008/11/30	Ended	2007/05/15	2007/05/29
_US-TA	TA	U16A	Tuba City, AZ, USA	36.14	-111.13	1544.0	2007/05/18	2009/02/08	Ended	2007/05/17	2007/05/29
_US-TA	TA	U17A	Shonto, AZ, USA	36.60	-110.66	1976.0	2007/06/08	2009/02/09	Ended	2007/06/07	2007/06/17
_US-TA	TA	U18A	Rough Rock, Chinle, AZ, USA	36.42	-109.87	1878.0	2007/05/19	2009/02/11	Ended	2007/05/18	2007/05/29
_US-TA	TA	U19A	Dine&#x27; College, Tsaile, AZ, USA	36.29	-109.21	2166.0	2008/02/21	2009/03/18	Ended	2008/02/20	2008/02/28
_US-TA	TA	U20A	Newcomb, NM, USA	36.38	-108.52	1682.0	2008/02/19	2009/11/21	Ended	2008/02/18	2008/02/28
_US-TA	TA	U21A	Nageezi, NM, USA	36.43	-107.66	2124.0	2008/05/23	2009/11/20	Ended	2008/05/22	2008/06/06
_US-TA	TA	U22A	Llaves, NM, USA	36.38	-106.85	2119.0	2008/05/22	2010/04/03	Ended	2008/05/21	2008/06/06
_US-TA	TA	U23A	El Rito, NM, USA	36.33	-106.19	2093.0	2008/05/21	2010/04/06	Ended	2008/05/20	2008/06/06
_US-TA	TA	U24A	Moreno Valley High School, Angel Fire, NM, USA	36.41	-105.28	2573.0	2008/05/18	2010/04/11	Ended	2008/05/17	2008/05/26
_US-TA	TA	U25A	Circle Dot Ranch, Maxwell, NM, USA	36.40	-104.41	1845.0	2008/05/12	2010/04/15	Ended	2008/05/11	2008/05/26
_US-TA	TA	U26A	Atchley Ranch, Grenville, NM, USA	36.39	-103.74	1861.0	2008/05/11	2010/04/19	Ended	2008/05/10	2008/05/14
_US-TA	TA	U27A	Thompson Grove, Rita Blanca Nat Grassland, TX, USA	36.42	-102.82	1342.0	2009/04/15	2010/11/09	Ended	2009/04/14	2009/04/15
_US-TA	TA	U28A	Mallet, Rita Blanca National Grassland, TX, USA	36.38	-102.22	1165.0	2009/04/16	2010/11/09	Ended	2009/04/15	2009/04/22
_US-TA	TA	U29A	Oasis Ranch, Spearman, TX, USA	36.45	-101.27	928.0	2009/04/20	2011/03/13	Ended	2009/04/19	2009/04/22
_US-TA	TA	U30A	WK&#x26;E Inc., Balko, OK, USA	36.53	-100.65	881.0	2009/04/06	2011/03/12	Ended	2009/04/05	2009/04/10
_US-TA	TA	U31A	Nine Bar Ranch, Gage, OK, USA	36.37	-99.85	725.0	2009/04/07	2011/03/12	Ended	2009/04/06	2009/04/10
_US-TA	TA	U32A	Winter Ranch, Mooreland, OK, USA	36.38	-99.00	525.0	2009/10/24	2012/02/27	Ended	2009/10/23	2009/11/02
_US-TA	TA	U33A	Lingo Farm, Meno, OK, USA	36.43	-98.11	393.0	2009/10/25	2011/08/31	Ended	2009/10/24	2009/11/02
_US-TA	TA	U33K	Whale Pass, AK, USA	56.11	-133.12	11.0	2016/08/20	2019/10/16	Ended	2016/08/19	2016/09/14
_US-TA	TA	U34A	Anderson Ranch, Garber, OK, USA	36.44	-97.54	345.0	2009/10/23	2011/09/02	Ended	2009/10/22	2009/11/02
_US-TA	TA	U35A	Pawnee, OK, USA	36.37	-96.73	303.0	2010/06/18	2012/02/12	Ended	2010/06/17	2010/06/21
_US-TA	TA	U35K	Hyder, AK, USA	55.92	-130.03	17.0	2016/08/21	2021/04/30	Ended	2016/08/20	2016/08/31
_US-TA	TA	U36A	Oologah, OK, USA	36.39	-95.73	187.0	2010/06/19	2012/02/12	Ended	2010/06/18	2010/07/01
_US-TA	TA	U37A	Salina, OK, USA	36.41	-95.12	248.0	2010/06/17	2012/02/19	Ended	2010/06/16	2010/07/10
_US-TA	TA	U38A	Gravette, AR, USA	36.44	-94.39	389.0	2010/06/16	2012/02/19	Ended	2010/06/15	2010/07/10
_US-TA	TA	U39A	Green Forest, AR, USA	36.38	-93.48	433.0	2011/01/26	2012/10/30	Ended	2011/01/25	2011/02/07
_US-TA	TA	U40A	Yellville, AR, USA	36.36	-92.85	374.0	2011/01/27	2012/12/15	Ended	2011/01/26	2011/02/07
_US-TA	TA	U41A	Viola, AR, USA	36.34	-91.92	300.0	2011/06/22	2013/05/26	Ended	2011/06/21	2011/06/26
_US-TA	TA	U42A	Revenden, AR, USA	36.35	-91.24	119.0	2011/06/21	2013/03/13	Ended	2011/06/20	2011/06/26
