VNET	NET	STA	SITE DESCRIPTION	LAT	LON	ELEV	START	END	STATUS	INSTALL	CERT
_US-TA	TA	B26A	Jensen Ranch, Palermo, ND, USA	48.38	-102.23	708.0	2009/07/29	2011/07/24	Ended	2009/07/28	2009/07/31
_US-TA	TA	B27A	Peters Farms, Glenburn, ND, USA	48.40	-101.26	492.0	2009/08/05	2011/06/11	Ended	2009/08/04	2009/08/10
_US-TA	TA	B28A	Dugan Ranch, Towner, ND, USA	48.45	-100.36	451.0	2009/08/10	2011/07/16	Ended	2009/08/09	2009/08/12
_US-TA	TA	B29A	Wagenman Farm, Cando, ND, USA	48.46	-99.35	460.0	2009/08/21	2011/07/19	Ended	2009/08/20	2009/08/23
_US-TA	TA	B30A	Myrvik Farm, Edmore, ND, USA	48.45	-98.33	480.0	2009/08/18	2011/07/18	Ended	2009/08/17	2009/08/20
_US-TA	TA	B31A	Greenbush Farm, Park River, ND, USA	48.42	-97.65	279.0	2010/08/12	2012/06/23	Ended	2010/08/11	2010/08/13
_US-TA	TA	B32A	Ashes, Strandquist, MN, USA	48.40	-96.54	335.0	2010/08/14	2012/06/09	Ended	2010/08/13	2010/08/18
_US-TA	TA	B33A	Robert and Kassanda Mosher, Grygla, MN, USA	48.27	-95.59	362.0	2010/10/22	2012/06/09	Ended	2010/10/21	2010/10/28
_US-TA	TA	B34A	Aery, Baudette, MN, USA	48.49	-94.65	354.0	2010/09/14	2012/08/02	Ended	2010/09/13	2010/09/15
_US-TA	TA	B35A	Bob, Littlefork, MN, USA	48.36	-93.73	358.0	2010/10/19	2012/08/07	Ended	2010/10/18	2010/10/24
_US-TA	TA	BGNE	Belgrade, NE, USA	41.41	-98.15	573.0	2008/10/18	2018/08/15	Ended	2008/10/17	2008/10/22
_US-TA	TA	BNLO	Ben Lomond (Santa Cruz Mountains), CA, USA	37.13	-122.17	794.0	2005/04/20	2007/09/02	Ended	2005/04/19	2005/04/23
_US-TA	TA	BRSD	Miller, SD, USA	44.44	-98.96	519.0	2008/10/05	2010/06/12	Ended	2008/10/04	2008/10/08
_US-TA	TA	C03A	Quillayute Airport, Forks, WA, USA	47.95	-124.57	48.4	2005/10/20	2008/02/14	Ended	2005/10/19	2005/10/24
_US-TA	TA	C04A	Brinnon, WA, USA	47.72	-122.97	53.0	2005/10/22	2008/02/18	Ended	2005/10/21	2005/11/06
_US-TA	TA	C05A	Tolt Reservoir, WA, USA	47.69	-121.69	541.0	2006/03/23	2008/02/21	Ended	2005/11/28	2006/03/26
_US-TA	TA	C06A	Tall Timber Ranch, Leavenworth, WA, USA	47.92	-120.89	594.0	2006/09/13	2008/05/16	Ended	2006/09/12	2007/01/29
_US-TA	TA	C07A	Waterville, WA, USA	47.69	-120.06	863.0	2006/09/19	2008/05/16	Ended	2006/09/18	2006/09/29
_US-TA	TA	C08A	Higginbotham Farm, Almira, WA, USA	47.78	-119.05	783.0	2006/09/21	2008/05/14	Ended	2006/09/20	2006/09/24
_US-TA	TA	C09A	Chrisman Ranch, Davenport, WA, USA	47.80	-118.27	495.0	2006/09/19	2009/01/08	Ended	2006/09/18	2006/09/24
_US-TA	TA	C10A	Spilker Farm, Colbert, WA, USA	47.82	-117.31	684.0	2006/09/06	2008/06/11	Ended	2006/09/05	2006/09/06
_US-TA	TA	C11A	Tepee Creek (NFS), Magee, ID, USA	47.84	-116.26	914.0	2007/08/28	2009/07/18	Ended	2007/08/27	2007/08/29
_US-TA	TA	C12A	Trout Creek, MT, USA	47.70	-115.48	782.0	2006/09/22	2006/11/27	Ended	2006/09/21	2006/09/29
_US-TA	TA	C12B	Naegeli Ranch, Trout Creek, MT, USA	47.71	-115.47	801.0	2007/08/27	2009/08/02	Ended	2007/08/26	2007/08/29
_US-TA	TA	C13A	Hot Springs, MT, USA	47.68	-114.57	976.0	2006/09/21	2009/08/04	Ended	2006/09/20	2006/09/29
_US-TA	TA	C14A	Swan Lake, MT, USA	47.77	-113.75	1173.0	2006/10/03	2009/08/08	Ended	2006/10/02	2006/10/16
_US-TA	TA	C15A	Salmond Ranch, Choteau, MT, USA	47.77	-112.61	1522.0	2007/09/09	2009/08/14	Ended	2007/09/08	2007/09/13
_US-TA	TA	C16A	Fuhringer Ranch, Dutton, MT, USA	47.80	-111.75	1240.0	2007/09/02	2009/08/12	Ended	2007/09/01	2007/09/13
_US-TA	TA	C16K	Lisburne Hills, AK, USA	68.27	-165.34	102.0	2017/08/26	2020/09/22	Ended	2017/08/25	2017/08/29
_US-TA	TA	C17A	Wharram Farm, Highwood, MT, USA	47.63	-110.76	1080.0	2007/09/01	2009/09/06	Ended	2007/08/31	2007/09/13
_US-TA	TA	C17K	DeLong Mountains, AK, USA	68.48	-163.18	498.0	2017/08/27	2020/08/11	Ended	2017/08/26	2017/08/29
_US-TA	TA	C18K	Utukok River, AK, USA	68.65	-161.19	845.0	2017/08/29	2020/09/22	Ended	2017/08/28	2017/09/04
_US-TA	TA	C19A	Slack Wire Ranch, Winifred, MT, USA	47.73	-109.05	966.0	2008/08/22	2010/06/04	Ended	2008/08/21	2008/08/24
_US-TA	TA	C19K	Lookout Ridge, AK, USA	69.10	-159.59	745.0	2017/08/29	2020/09/22	Ended	2017/08/28	2017/09/04
_US-TA	TA	C20A	Veseth Ranch, Zortman, MT, USA	47.71	-108.00	781.0	2008/08/24	2010/07/22	Ended	2008/08/23	2008/08/28
_US-TA	TA	C21A	Desert Coulee Ranch, Glasgow, MT, USA	47.83	-107.10	804.0	2008/09/04	2010/07/21	Ended	2008/09/03	2008/09/09
_US-TA	TA	C21K	Knifeblade Ridge, AK, USA	69.16	-154.78	409.0	2017/08/17	2020/09/22	Ended	2017/08/16	2017/08/21
_US-TA	TA	C22A	Vida, MT, USA	47.75	-105.88	745.0	2008/09/07	2010/07/16	Ended	2008/09/06	2008/09/29
_US-TA	TA	C23A	Lambert, MT, USA	47.80	-105.18	729.0	2008/09/09	2010/07/12	Ended	2008/09/08	2008/09/29
_US-TA	TA	C23K	Itkillik River, AK, USA	69.84	-150.61	179.0	2016/06/20	2020/09/22	Ended	2016/06/19	2016/06/21
_US-TA	TA	C24A	Savage, MT, USA	47.53	-104.43	713.0	2008/09/18	2010/08/03	Ended	2008/09/17	2008/09/29
_US-TA	TA	C24K	Franklin Bluffs, AK, USA	69.72	-148.70	115.0	2016/06/17	2021/04/30	Ended	2016/06/16	2016/06/19
_US-TA	TA	C25A	Freed Ranch, Watford, ND, USA	47.71	-103.26	700.0	2009/07/25	2011/08/24	Ended	2009/07/24	2009/07/26
_US-TA	TA	C26A	Wahner Farm, Parshall, ND, USA	47.83	-102.10	656.0	2009/07/26	2011/06/09	Ended	2009/07/25	2009/07/31
_US-TA	TA	C26K	Camden Bay, AK, USA	69.92	-144.91	139.0	2016/06/24	2020/09/22	Ended	2016/06/23	2016/06/29
_US-TA	TA	C27A	Sayler Ranch, Douglas, ND, USA	47.71	-101.50	602.0	2009/07/22	2011/06/11	Ended	2009/07/21	2009/07/26
_US-TA	TA	C27K	Jago River, AK, USA	69.63	-143.71	392.0	2016/06/23	2020/09/22	Ended	2016/06/22	2016/06/29
_US-TA	TA	C28A	Hausauer Farms, Kief, ND, USA	47.72	-100.39	524.0	2009/08/12	2011/06/29	Ended	2009/08/11	2009/08/15
_US-TA	TA	C30A	Mose, Pekin, ND, USA	47.70	-98.48	480.0	2009/08/06	2011/07/14	Ended	2009/08/05	2009/08/23
_US-TA	TA	C31A	Landman Farms, Northwood, ND, USA	47.79	-97.73	384.0	2010/08/23	2012/06/25	Ended	2010/08/22	2010/08/29
_US-TA	TA	C32A	Crookston, MN, USA	47.83	-96.53	286.0	2010/10/23	2012/06/25	Ended	2010/10/22	2010/10/27
_US-TA	TA	C33A	Trail, MN, USA	47.76	-95.77	388.0	2010/08/26	2012/09/11	Ended	2010/08/25	2010/08/29
_US-TA	TA	C34A	RKJ Ranch, Bemidji, MN, USA	47.65	-94.91	441.0	2010/10/20	2012/07/29	Ended	2010/10/19	2010/10/27
_US-TA	TA	C35A	Jirik Farms, Max, MN, USA	47.70	-93.98	426.0	2010/09/12	2012/08/09	Ended	2010/09/11	2010/09/20
_US-TA	TA	C36A	Pine Crest Farm, Angora, MN, USA	47.76	-92.84	410.0	2010/09/16	2012/08/02	Ended	2010/09/15	2010/09/20
_US-TA	TA	C36M	Paulatuk, NT, CAN	69.35	-124.07	10.0	2013/09/04	2021/08/05	Ended	2013/08/20	2013/09/04
_US-TA	TA	C37A	Embarrass, MN, USA	47.73	-92.19	447.0	2010/09/17	2012/08/14	Ended	2010/09/16	2010/09/20
_US-TA	TA	C38A	Sawbill Land. Superior Nat. Forest USFS, MN, USA	47.72	-91.27	498.0	2010/09/18	2012/08/16	Ended	2010/09/17	2010/09/20
_US-TA	TA	C39A	Grand Marais, MN, USA	47.82	-90.13	341.0	2010/09/18	2012/08/11	Ended	2010/09/17	2010/10/11
_US-TA	TA	C40A	Isle Royale National Park, MI, USA	47.92	-89.15	216.0	2011/09/28	2013/09/16	Ended	2011/09/27	2011/10/13
_US-TA	TA	D03A	Wishkah Elem. School, Wishkah, WA, USA	47.12	-123.77	31.0	2004/09/16	2008/02/13	Ended	2004/09/15	2004/09/29
_US-TA	TA	D04A	Dobbs Creek Ranch, Lacey, WA, USA	47.11	-122.80	31.1	2005/10/24	2008/03/29	Ended	2005/10/23	2005/10/24
_US-TA	TA	D05A	Enumclaw, WA, USA	47.19	-121.99	266.4	2005/11/22	2008/12/03	Ended	2005/11/21	2005/11/29
_US-TA	TA	D06A	Cle Elum, WA, USA	47.19	-120.84	575.0	2006/09/12	2008/05/12	Ended	2006/09/11	2006/09/29
_US-TA	TA	D07A	Quincy, WA, USA	47.19	-119.97	453.0	2006/08/30	2008/05/10	Ended	2006/08/29	2006/09/05
_US-TA	TA	D08A	Wollman Farm, Schrag, WA, USA	47.06	-118.92	385.0	2006/08/29	2008/11/12	Ended	2006/08/28	2006/09/06
_US-TA	TA	D09A	Jones Farm, Ritzville, WA, USA	47.06	-118.31	540.0	2006/08/30	2008/06/10	Ended	2006/08/29	2006/09/06
_US-TA	TA	D10A	Wagner Farm, Oakesdale, WA, USA	47.05	-117.28	775.0	2006/09/24	2008/06/19	Ended	2006/09/22	2006/11/28
_US-TA	TA	D11A	Klaveano Farm, Fernwood, ID, USA	47.05	-116.34	849.0	2006/11/11	2008/06/07	Ended	2006/11/10	2006/11/14
_US-TA	TA	D12A	Red Ives Forest Station, Avery, ID, USA	47.05	-115.35	1135.0	2006/11/11	2009/07/21	Ended	2006/11/07	2006/11/14
_US-TA	TA	D13A	Huson, MT, USA	47.09	-114.46	1000.0	2006/10/06	2009/07/17	Ended	2006/10/05	2006/10/16
_US-TA	TA	D14A	Greenough, MT, USA	47.08	-113.51	1444.0	2006/10/04	2009/07/16	Ended	2006/10/03	2006/10/16
_US-TA	TA	D15A	Lincoln, MT, USA	47.04	-112.52	1593.0	2006/10/05	2009/07/15	Ended	2006/10/04	2006/10/25
_US-TA	TA	D16A	Dana Ranch, Cascade, MT, USA	47.03	-111.55	1427.0	2007/09/27	2009/07/14	Ended	2007/09/26	2007/09/30
_US-TA	TA	D17A	Six Diamond Ranch, Ranyesford, MT, USA	47.15	-110.69	1535.0	2007/10/13	2009/09/11	Ended	2007/10/12	2007/10/22
_US-TA	TA	D17K	Noatak River, AK, USA	67.70	-163.08	172.0	2017/08/27	2020/10/20	Ended	2017/08/25	2017/08/29
_US-TA	TA	D18A	Linhart Farms, Moccasin, MT, USA	47.20	-109.80	1202.0	2007/10/15	2009/09/10	Ended	2007/10/14	2007/10/22
_US-TA	TA	D19A	Cripps Ranch, Grass Range, MT, USA	47.16	-108.88	1047.0	2008/08/29	2010/06/05	Ended	2008/08/28	2008/09/02
_US-TA	TA	D19K	Kuna River, AK, USA	68.49	-158.12	671.0	2017/08/18	2021/04/30	Ended	2017/08/17	2017/08/29
_US-TA	TA	D20A	Manuel Ranch, Winnett, MT, USA	47.09	-108.14	902.0	2008/08/15	2010/06/05	Ended	2008/08/14	2008/08/17
_US-TA	TA	D20K	Etivluk River, AK, USA	68.71	-156.61	577.0	2017/08/18	2020/09/22	Ended	2017/08/17	2017/08/29
_US-TA	TA	D21A	La Casta Ranch, Jordon, MT, USA	47.07	-106.99	934.0	2008/08/21	2010/07/10	Ended	2008/08/20	2008/08/24
_US-TA	TA	D22A	Cohagen, MT, USA	47.15	-106.18	791.0	2008/09/06	2010/07/16	Ended	2008/09/05	2008/09/29
_US-TA	TA	D22K	Ayikyak River, AK, USA	68.88	-152.68	532.0	2017/08/17	2020/09/22	Ended	2017/08/16	2017/08/29
_US-TA	TA	D23A	Lindsay, MT, USA	47.17	-105.21	895.0	2008/09/19	2010/07/13	Ended	2008/09/18	2008/10/01
_US-TA	TA	D23K	Nanushuk River, AK USA	68.97	-150.68	406.0	2016/06/19	2021/04/30	Ended	2016/06/18	2016/06/20
_US-TA	TA	D24A	Glendive, MT, USA	47.12	-104.33	766.0	2008/09/19	2010/08/03	Ended	2008/09/18	2008/10/01
_US-TA	TA	D24K	Happy Valley, AK, USA	69.15	-148.82	292.0	2016/06/15	2020/10/01	Ended	2016/06/14	2016/06/19
_US-TA	TA	D25A	Fairfield, ND, USA	47.15	-103.32	850.0	2009/07/22	2011/06/18	Ended	2009/07/21	2009/08/04
_US-TA	TA	D25K	Kavik River, AK, USA	69.32	-146.38	770.0	2016/06/22	2020/09/22	Ended	2016/06/21	2016/06/29
_US-TA	TA	D26A	Manning, ND, USA	47.03	-102.44	693.0	2009/07/23	2011/07/27	Ended	2009/07/22	2009/08/04
_US-TA	TA	D27A	Center, ND, USA	47.11	-101.53	685.0	2009/07/17	2011/06/08	Ended	2009/07/16	2009/08/04
_US-TA	TA	D27M	Malcolm River, YT, CAN	69.24	-140.96	896.0	2017/08/20	2021/04/30	Ended	2017/08/19	2017/08/29
_US-TA	TA	D28A	Regan, ND, USA	47.19	-100.57	621.0	2009/08/04	2011/06/29	Ended	2009/08/03	2009/08/23
_US-TA	TA	D28M	Stokes Point, YT, CAN	69.33	-138.74	32.0	2017/08/19	2021/04/30	Ended	2017/08/18	2017/08/29
_US-TA	TA	D29A	Pettibone, Tappen, ND, USA	47.06	-99.60	551.0	2009/08/05	2011/06/28	Ended	2009/08/04	2009/08/23
_US-TA	TA	D30A	Buchanan, ND, USA	47.11	-98.76	465.0	2009/08/07	2011/06/25	Ended	2009/08/06	2009/08/23
_US-TA	TA	D31A	Mcclaflin, Tower City, ND, USA	47.05	-97.72	359.0	2010/08/11	2012/06/21	Ended	2010/08/10	2010/08/13
_US-TA	TA	D32A	Dogwood Acres, Gardner, ND, USA	47.14	-97.02	280.0	2010/08/15	2012/06/21	Ended	2010/08/14	2010/08/18
_US-TA	TA	D33A	AnnSam, Waubun, MN, USA	47.14	-95.84	466.0	2010/08/28	2012/06/22	Ended	2010/08/27	2010/08/29
_US-TA	TA	D34A	Park Rapids, MN, USA	47.09	-95.20	476.0	2010/08/25	2012/06/22	Ended	2010/08/24	2010/09/01
_US-TA	TA	D35A	Remer, MN, USA	47.08	-94.05	427.0	2010/08/27	2012/07/30	Ended	2010/08/26	2010/09/01
_US-TA	TA	D36A	Goodland, MN, USA	47.18	-93.16	434.0	2010/08/28	2012/08/09	Ended	2010/08/27	2010/09/01
_US-TA	TA	D37A	Cotton, MN, USA	47.16	-92.43	413.0	2010/08/29	2012/08/14	Ended	2010/08/28	2010/09/15
_US-TA	TA	D41A	Chassel, MI, USA	47.06	-88.57	271.0	2011/09/11	2013/11/26	Ended	2011/09/10	2011/09/11
_US-TA	TA	D46A	Sault St. Marie, ON, CAN	46.89	-84.04	353.0	2012/10/24	2014/09/07	Ended	2012/10/22	2012/11/04
_US-TA	TA	D47A	Chapleau, ON, CAN	47.06	-83.10	498.0	2012/10/25	2014/09/06	Ended	2012/10/24	2012/11/04
_US-TA	TA	D48A	Paudash Township, ON, CAN	47.17	-81.81	434.0	2012/10/27	2014/09/01	Ended	2012/10/26	2012/11/04
_US-TA	TA	D49A	Beulah Township, ON, CAN	47.27	-81.36	416.0	2012/10/31	2014/08/29	Ended	2012/10/30	2012/11/09
_US-TA	TA	D50A	G1974 Best Township, ON, CAN	47.17	-79.84	331.0	2012/10/19	2014/08/24	Ended	2012/10/18	2012/11/12
_US-TA	TA	D51A	Lot 18 Range III Mazenod Township, QC, CAN	47.09	-79.37	282.0	2012/10/23	2014/08/25	Ended	2012/10/22	2012/11/12
_US-TA	TA	D52A	ZEK Kipawa Senerzegues Township, QC, CAN	46.98	-78.41	359.0	2012/10/31	2014/08/26	Ended	2012/10/30	2012/12/06
_US-TA	TA	D53A	Lac Vacive, Pontiac, Mrc, QC, CAN	47.08	-77.70	347.0	2012/09/01	2014/09/16	Ended	2012/08/31	2012/10/04
_US-TA	TA	D54A	Lac Fusel, La Vallee-de-La-Gatineau, QC, CAN	47.15	-76.66	415.0	2012/09/02	2014/09/17	Ended	2012/09/01	2012/10/14
_US-TA	TA	D55A	Sainte-Anne-du-Lac, QC, CAN	47.02	-75.47	331.0	2013/08/09	2015/06/30	Ended	2013/08/08	2013/08/13
_US-TA	TA	D56A	ZEC Mazanza, Mont-Saint-Michel, QC, CAN	47.05	-74.76	421.0	2013/07/29	2015/07/02	Ended	2013/07/28	2013/08/05
_US-TA	TA	D57A	Chemin Vers le Barrage, Saint-Michel-Des-Saints, Q	47.02	-73.89	422.0	2013/08/18	2015/07/16	Ended	2013/08/17	2013/08/22
_US-TA	TA	D58A	Chemin du LacGrosbois, Trois-Rives, QC, CAN	47.10	-72.88	398.0	2013/08/16	2015/07/22	Ended	2013/08/15	2013/08/22
_US-TA	TA	D59A	Saint-Raymond, QC, CAN	47.01	-71.84	204.0	2013/07/31	2015/07/24	Ended	2013/07/30	2013/08/01
_US-TA	TA	D60A	Saint Jean D&#x27;Orleans, QC, CAN	46.91	-70.92	40.0	2013/08/01	2015/07/23	Ended	2013/07/31	2013/08/01
_US-TA	TA	D61A	St Aubert, Comte d&#x27;Islet, QC, CAN	47.20	-70.19	146.0	2013/08/02	2015/07/27	Ended	2013/08/01	2013/08/05
_US-TA	TA	D62A	Allapoint, Allagash, ME, USA	47.08	-69.05	189.0	2013/10/08	2015/09/10	Ended	2013/10/07	2013/10/17
_US-TA	TA	D63A	Stockholm, ME, USA	47.04	-68.11	256.0	2013/09/19	2015/09/01	Ended	2013/09/18	2013/09/22
_US-TA	TA	E03A	Lebam, WA, USA	46.55	-123.56	72.8	2005/10/26	2009/01/05	Ended	2005/10/25	2005/11/13
_US-TA	TA	E04A	Onalaska, WA, USA	46.59	-122.72	215.2	2005/10/27	2008/02/12	Ended	2005/10/26	2005/10/31
_US-TA	TA	E05A	Randle, WA, USA	46.56	-121.76	1481.0	2005/10/29	2008/02/11	Ended	2005/10/28	2005/10/31
_US-TA	TA	E06A	Yakima, WA, USA	46.54	-120.98	911.0	2006/08/28	2008/05/13	Ended	2006/08/27	2006/09/05
_US-TA	TA	E07A	Sunnyside, WA, USA	46.56	-119.85	561.0	2006/08/30	2008/12/03	Ended	2006/08/29	2006/09/05
_US-TA	TA	E08A	Dider Farm, Eltopia, WA, USA	46.49	-119.06	233.0	2006/09/26	2008/12/03	Ended	2006/09/25	2006/11/05
_US-TA	TA	E09A	Wood Farm, Starbuck, WA, USA	46.51	-118.15	304.0	2006/09/26	2009/01/08	Ended	2006/09/25	2006/09/28
_US-TA	TA	E10A	Myers Farm, Uniontown, WA, USA	46.48	-117.11	903.0	2006/09/28	2008/06/20	Ended	2006/09/27	2006/11/05
_US-TA	TA	E11A	Bogner Ranch, Nez Perce, ID, USA	46.36	-116.21	831.0	2006/11/13	2008/06/06	Ended	2006/11/12	2006/11/26
_US-TA	TA	E12A	Beaver Dam Saddle, Pierce, ID, USA	46.42	-115.57	1555.0	2007/08/23	2009/07/23	Ended	2007/08/22	2007/08/29
_US-TA	TA	E13A	Victor, MT, USA	46.44	-114.19	1257.0	2006/10/13	2009/06/11	Ended	2006/10/10	2006/10/17
_US-TA	TA	E14A	Clinton, MT, USA	46.42	-113.49	1675.0	2006/10/15	2009/06/12	Ended	2006/10/11	2006/10/17
_US-TA	TA	E15A	Deer Lodge, MT, USA	46.42	-112.64	1520.0	2006/10/14	2009/06/12	Ended	2006/10/09	2006/10/17
_US-TA	TA	E16A	East Helena, MT, USA	46.53	-111.68	1398.0	2007/09/12	2009/07/13	Ended	2007/09/11	2007/09/24
_US-TA	TA	E17A	Martinsdale, MT, USA	46.46	-110.86	1835.0	2007/09/13	2009/09/07	Ended	2007/09/12	2007/09/24
_US-TA	TA	E17K	Hotham Inlet, AK, USA	67.08	-161.83	233.0	2017/07/29	2021/04/30	Ended	2017/07/27	2017/07/31
_US-TA	TA	E18A	Harlowton, MT, USA	46.57	-109.91	1459.0	2007/09/14	2009/09/08	Ended	2007/09/13	2007/09/24
_US-TA	TA	E18K	Tukpahlearik Creek, AK, USA	67.42	-160.60	297.0	2017/07/29	2020/09/21	Ended	2017/07/28	2017/07/31
_US-TA	TA	E19A	Rath Farm, Roundup, MT, USA	46.46	-108.79	1059.0	2008/08/13	2010/06/06	Ended	2008/08/12	2008/08/17
_US-TA	TA	E19K	Redstone River, AK, USA	67.46	-157.23	441.0	2017/07/21	2020/09/22	Ended	2017/07/20	2017/07/23
_US-TA	TA	E20A	Meyer Farm, Musselshell, MT, USA	46.50	-108.13	954.0	2008/08/09	2010/05/30	Ended	2008/08/08	2008/08/17
_US-TA	TA	E20K	Nigu River, AK, USA	68.26	-156.19	866.0	2017/08/16	2021/04/30	Ended	2017/08/15	2017/08/29
_US-TA	TA	E21A	Keefer Ranch, Vananda, MT, USA	46.54	-107.08	834.0	2008/08/10	2010/08/05	Ended	2008/08/09	2008/08/17
_US-TA	TA	E21K	Killik River, AK, USA	68.44	-153.97	653.0	2017/08/17	2020/09/22	Ended	2017/08/16	2017/08/29
_US-TA	TA	E22A	Miles City, MT, USA	46.44	-105.95	784.0	2008/10/30	2010/08/05	Ended	2008/10/29	2008/10/31
_US-TA	TA	E22K	Anaktuvuk Pass, AK, USA	68.13	-151.81	772.0	2016/06/28	2020/09/22	Ended	2016/06/27	2016/06/29
_US-TA	TA	E23A	Ismay, MT, USA	46.50	-105.31	750.0	2008/10/30	2010/08/04	Ended	2008/10/29	2008/10/31
_US-TA	TA	E23K	Chandalar, AK, USA	68.06	-149.62	1084.0	2016/09/06	2021/04/30	Ended	2016/06/25	2016/09/14
_US-TA	TA	E24A	Baker, MT, USA	46.56	-104.31	912.0	2008/11/12	2010/08/04	Ended	2008/11/11	2008/11/20
_US-TA	TA	E24K	Your Creek, AK, USA	68.07	-148.49	847.0	2016/06/29	2020/09/22	Ended	2016/06/28	2016/07/06
_US-TA	TA	E25A	Miller Ranch, Amidon, ND, USA	46.50	-103.40	885.0	2009/06/11	2011/06/18	Ended	2009/06/10	2009/06/21
_US-TA	TA	E25K	Arctic Village, AK, USA	68.12	-145.57	652.0	2016/07/12	2020/09/28	Ended	2016/07/11	2016/07/19
_US-TA	TA	E26A	Carlson Angus Ranch, Regent, ND, USA	46.47	-102.46	806.0	2009/06/11	2011/06/24	Ended	2009/06/10	2009/06/21
_US-TA	TA	E27A	Carson, ND, USA	46.43	-101.56	738.0	2009/07/16	2011/06/06	Ended	2009/07/15	2009/08/04
_US-TA	TA	E27K	Coleen River, AK, USA	68.19	-141.60	654.0	2016/07/13	2020/09/22	Ended	2016/07/12	2016/07/19
_US-TA	TA	E28A	Huff, ND, USA	46.57	-100.69	579.0	2009/08/18	2011/06/06	Ended	2009/08/17	2009/08/23
_US-TA	TA	E28M	Babbage River, YT, CAN	68.60	-139.53	474.0	2017/08/20	2021/04/30	Ended	2017/08/19	2017/08/29
_US-TA	TA	E29A	Napoleon, ND, USA	46.57	-99.64	628.0	2009/08/19	2011/06/28	Ended	2009/08/18	2009/08/23
_US-TA	TA	E29M	Blow River, YT, CAN	68.39	-137.90	324.0	2017/08/19	2021/04/30	Ended	2017/08/18	2017/08/29
_US-TA	TA	E30A	Jud, ND, USA	46.50	-98.91	544.0	2009/08/20	2011/06/25	Ended	2009/08/19	2009/08/23
_US-TA	TA	E31A	Nome, ND, USA	46.56	-97.89	427.0	2010/08/19	2012/06/28	Ended	2010/08/18	2010/08/22
_US-TA	TA	E32A	Braaten, Kindred, ND, USA	46.59	-97.07	297.0	2010/08/10	2012/06/08	Ended	2010/08/09	2010/08/13
_US-TA	TA	E33A	Westby DABS, Erhard, MN, USA	46.50	-96.01	428.0	2010/08/20	2012/06/24	Ended	2010/08/19	2010/08/22
_US-TA	TA	E34A	Wadena, MN, USA	46.51	-95.17	430.0	2010/08/26	2012/07/31	Ended	2010/08/25	2010/09/01
_US-TA	TA	E35A	Pequot Lakes, MN, USA	46.56	-94.40	409.0	2010/08/26	2012/07/29	Ended	2010/08/24	2010/09/01
_US-TA	TA	E36A	McGregor, MN, USA	46.52	-93.26	393.0	2010/10/17	2012/07/29	Ended	2010/10/16	2010/10/24
_US-TA	TA	E37A	Wrenshall, MN, USA	46.57	-92.40	304.0	2010/10/16	2012/08/05	Ended	2010/10/15	2010/10/24
_US-TA	TA	E38A	The Farm, Brule, WI, USA	46.61	-91.55	341.0	2011/08/29	2013/11/26	Ended	2011/08/28	2011/09/01
_US-TA	TA	E39A	Mellen, WI, USA	46.38	-90.56	426.0	2011/09/07	2013/06/08	Ended	2011/09/06	2011/09/11
_US-TA	TA	E40A	Wakefield, MI, USA	46.44	-89.90	472.0	2011/09/09	2013/06/08	Ended	2011/09/08	2011/09/11
_US-TA	TA	E41A	Kenton, MI, USA	46.46	-88.96	377.0	2011/09/10	2013/06/08	Ended	2011/09/09	2011/09/11
_US-TA	TA	E42A	Champion, MI, USA	46.43	-87.91	475.0	2011/09/10	2013/06/09	Ended	2011/09/09	2011/09/18
_US-TA	TA	E43A	Lone Tree Farm, Eben Junction, MI, USA	46.38	-87.00	303.0	2011/09/11	2013/11/26	Ended	2011/09/10	2011/09/18
_US-TA	TA	E44A	Grand Marais Airport, Grand Marais, MI, USA	46.62	-85.92	282.0	2011/09/21	2014/05/19	Ended	2011/09/20	2011/09/25
_US-TA	TA	E45A	Wooded Hills, Hulbert, MI, USA	46.36	-85.18	251.0	2011/09/20	2013/06/12	Ended	2011/09/19	2011/09/25
_US-TA	TA	E46A	Sault Ste Marie, MI, USA	46.37	-84.31	269.0	2012/11/12	2013/11/26	Ended	2012/11/11	2012/11/12
_US-TA	TA	E47A	Iron Bridge, ON, CAN	46.45	-83.28	246.0	2012/11/09	2014/09/09	Ended	2012/11/08	2012/11/12
_US-TA	TA	E48A	Lockeyer, ON, CAN	46.48	-82.17	347.0	2012/11/01	2014/09/02	Ended	2012/10/31	2012/11/12
_US-TA	TA	E50A	Wahnapitae, ON, CAN	46.42	-80.74	242.0	2012/11/01	2014/08/23	Ended	2012/10/31	2012/11/04
_US-TA	TA	E51A	G1948 Merrick Township, ON, CAN	46.53	-79.49	369.0	2012/10/21	2014/08/24	Ended	2012/10/20	2012/11/12
_US-TA	TA	E52A	Mattawa, ON, CAN	46.29	-78.66	252.0	2012/11/07	2014/08/23	Ended	2012/11/06	2012/12/09
_US-TA	TA	E53A	Dumoine, Pontiac MRC, QC, CAN	46.38	-77.66	355.0	2012/09/11	2014/09/11	Ended	2012/09/10	2012/10/14
_US-TA	TA	E54A	Lac Daplat, Pontiac, MRC, QC, CAN	46.43	-77.19	277.0	2012/09/09	2014/09/14	Ended	2012/09/08	2012/10/14
_US-TA	TA	E55A	Montcerf-Lytton, QC, CAN	46.45	-76.06	180.0	2013/07/28	2015/07/06	Ended	2013/07/27	2013/08/21
